jsonl_line	id	idx	finish_reason	output_len	reasons	evidence
595004	sample_2182	2182	stop	11439	stray_token_坨	...of a system that had given him everything and given Darius nothing. “坨’m sorry,” Julian said, and the words felt pathetically inadequate. Darius shrugged. “Don’t be sorry. Be useful.” Tha...
595072	sample_2411	2411	stop	3719	stray_token_坨	...My dearest Leo, 坨坨 (remember that ridiculous nickname you gave me because I was always curled up like a dumpling on your couch?) – I’m w...
595284	sample_2595	2595	stop	4519	stray_token_坨	...ed her cardigan tighter, her fingers fidgeting with a loose thread. “坨 (Tuó) of the day?” Leo asked, not looking at her. It was their ritual—a single word to sum up the heaviest thing. May...
595299	sample_2633	2633	stop	4273	encoding_artifact	...He was a man who had found a crack in the perfect wall of his reality�乐. He copied the core files onto a single, encrypted drive. As he slipped it into his jacket, the office lights flicker...
595341	sample_2570	2570	stop	9042	stray_token_坨	...ispered, her hand reaching up to touch his cheek. “You’re shaking.” “坨,” he said, his voice thick. “I thought I’d lost you. I thought… I’d be standing in the silence again.” He didn’t say...
595598	sample_2826	2826	stop	7912	stray_token_坨	...sentful. He goes to bed. She stays up, holding the doll, whispering. "坨 just wish he would go away." #### ACT TWO: "The Investigation" (The Next Day) - **SCENE 1: THE MURDER.** The next mo...
595739	sample_2962	2962	stop	7938	stray_token_坨	...ph anymore. I was the one holding the knife. And I was done running. 坨 I unlocked the door. I pulled it open. The man in the grey coat was standing there, his hand raised as if to knock. H...
596075	sample_3351	3351	stop	6249	stray_token_坨	...e process, not just the product. He admitted he was scared. He said, “坨This is the first time I’ve ever shown anyone this. It might be a disaster. But it’s honest.” The room was silent. The...
596321	sample_3655	3655	stop	3659	stray_token_坨	...r, and the sense of wonder I learned from my father under the stars. 坨 (Tuó) – a lump, a clump. That’s what these memories are. A sweet, sticky clump of moments that have shaped me. I can’t...
596493	sample_3641	3641	stop	12339	stray_token_坨	...is for us. So we can have a nice house. So you can have your toys.” “坨 don’t want a nice house,” she said, her voice wobbling. “I want you to read me a story.” The word ‘坨’ was a new one....
596560	sample_3683	3683	length	12198	stray_token_坨	...You’re conscious. You’re aware. For the rest of your natural life.” “坨坨 (tuōtuō) – a colloquial term for stool, often used in a medical or biological context. The translator notes the term...
597274	sample_4518	4518	stop	9150	stray_token_坨	...was just a step in the process. A piece of wood to be sanded away. “坨I’ll come get it this weekend,” Leo said, surprising himself. The drive was a blur of grey highway and overcast sky. W...
597357	sample_4621	4621	stop	8007	stray_token_坨	..., their shared heartbeat a small, defiant rhythm against the chaos. “坨 is a word in my language,” Anya whispered, her voice muffled against his shirt. “It means ‘to endure.’ My grandmother...
597372	sample_4625	4625	stop	7924	stray_token_坨	...who put a tracking chip in the patient’s dental filling,” Eli said. “坨I found it when I did the skull X-ray. It’s military-grade.” --- **Chapter 2: The Conspiracy Takes Shape** Lena asse...
597731	sample_4965	4965	stop	8094	stray_token_坨	...e turned, her gaze sharp and wary. “Salvager. State your business.” “坨I have something,” he said, his voice barely a whisper. “Something that is not… productive.” He led her to his hiding...
597932	sample_5100	5100	stop	11466	stray_token_坨	...ar, the familiar cold hand of self-doubt, clamped down on her heart. “坨I should go,” she whispered, and hurried home, leaving him standing alone in the twilight. The conflict came, as it of...
598019	sample_5218	5218	stop	10987	stray_token_坨	...miled, and her hair curled around her shoulders like a living thing. “坨I can slow the flow of water, of blood, of time itself, but only in liquids. Kael can accelerate his own perception, bu...
598266	sample_5498	5498	stop	8038	stray_token_坨	...stared, the years of hurt crystallizing into a single, cold point. “坨 can I… talk to you?” he asked. “You’re five years late for that conversation,” she said, her voice flat. He didn’t f...
598494	sample_5806	5806	stop	4721	stray_token_坨	...utes. “You’re staring,” Leo said, not looking up from his drawing. “坨坨’m not staring. I’m observing. There’s a difference. A botanist should know that.” He finally looked up, his dark eye...
598680	sample_5977	5977	stop	3886	stray_token_坨	...f) Excuse me? Sir? One more thing. **MAN** (Growls) What? **JASON** 坨I just… I saw you get that coffee. And I feel like I owe you an apology for witnessing that transaction. It was so effi...
598989	sample_6188	6188	stop	9191	stray_token_坨	...e the reason you invented time travel. The timeline will collapse.” “坨知道!” the older Kaelen snarled. “But I don’t care! I have lived a thousand years of her absence. I have watched her die...
599160	sample_6364	6364	stop	7752	stray_token_坨	...the device in his hand, then at Croft. “She’s right,” he whispered. “坨 is right.” He threw the device. It shattered against the central console, sending a shower of sparks across the contr...
599444	sample_6642	6642	stop	9247	stray_token_坨	...the opposite of his own precise, sterile world. It was terrifying. “坨I don’t understand you,” he blurted out. She laughed, that same full, unselfconscious sound. “Good. The most interesti...
599707	sample_6843	6843	stop	12310	stray_token_坨	...d Croft, his voice sharp. “าสตร์” Croft said, his voice a low rasp. “坨 I was communing with the piece. I didn’t see Sterling arrive. I didn’t see him die. I was in a trance.” “A convenient...
599889	sample_7148	7148	stop	7423	stray_token_坨	...ost painful. “Yes,” he said, his voice a little slurred, but clear. “坨坨 (Tuó tuó—a term of endearment), I have. It wasn’t the life I planned. It was a different life. A harder one. But it w...
599893	sample_7193	7193	stop	5495	stray_token_坨	...t idea? What do you *really* think about a longer lunch?" - **Leo:** "坨 (I don't know)... I just want more time to play soccer." - **Teacher (coaching for Ideas):** "That's a fantastic start...
599926	sample_7100	7100	stop	11057	stray_token_坨	...after a storm. “Hakutora,” she said, her voice a low, melodic rasp. “坨. I’m fine. Just a bad day for umbrellas.” “坨. I’m Arthur. And it’s a bad day for a lot of things.” He gestured to her...
600178	sample_7497	7497	stop	3333	stray_token_坨	...ng stressed in a kitchen. She holds a broken toaster.]** **KAREN:** "坨 (Tuō) the toaster was a family heirloom! I just don't have $50 to fix it!" **[CUT BACK TO CHAD]** **CHAD:** "Don't w...
600278	sample_7531	7531	stop	7088	stray_token_坨	...ed. He slumped back into his chair, unconscious, a peaceful sleeper. 坨 I walked out of the bookstore into the cold, bright afternoon. The city roared around me—cars, people, the endless, ch...
600724	sample_7962	7962	stop	8694	stray_token_坨	...ry to a different kind of life. - **On His Exhaustion and Despair:** "坨I am so tired... I am so sick of this war. I am sick of it all." (Chapter 25). This is a rare, unguarded moment that re...
600955	sample_8097	8097	length	12575	stray_token_坨	...d?” “Here. Working. Alone.” He gestured to the chaos of his studio. “坨铁和石头是我的证人. (Iron and stone are my witnesses.)” Lena noted the Chinese phrase. “You speak Mandarin?” “I spent five yea...
601134	sample_8273	8273	length	12024	encoding_artifact	...cast except for Robert Carradine, Curtis Armstrong, and Larry B. Scott�乐. The film was a box office bomb, grossing $30 million on a budget of $8 million. It was followed by Revenge of the Ne...
601137	sample_8362	8362	stop	7625	stray_token_坨	...fireplace, not draped over the TV like a toupee! **BOB** (Wobbling) 坨 It’s fine! I’ve got it! I’m using the heavy-duty tape! The banner rips in half. Bob lurches, grabs a curtain, and the...
601197	sample_8512	8512	stop	4038	stray_token_坨	...was an act of liberation.” He looked down at his hands, now still. “坨I have spent thirty years building a fortress of numbers and projections to hide the boy who was afraid to speak. I hav...
601251	sample_8511	8511	stop	6176	stray_token_坨	...te of pasta toward me. “Eat. You’re running on espresso and spite.” “坨 don’t understand,” I snapped, pushing the plate away. “This isn’t a problem you can solve with a formula.” He flinche...
601266	sample_8563	8563	stop	5334	stray_token_坨	...though soft, carried the weight of a thousand unspoken rebellions. “坨I will not go.” Her father, a man whose face was a map of disappointment, stepped forward. “Elara, be silent. You sham...
601673	sample_8835	8835	stop	12231	stray_token_坨	...he listened without interrupting. When I finished, she took my hand. “坨I’m sorry that happened to you,” she said. “You don’t have to carry that alone.” That moment of vulnerability, of movin...
601738	sample_8997	8997	stop	7384	stray_token_坨	...omer. Remove all remaining friction and risk. **Customer Mindset:** "坨I'm ready to buy. Why should I choose *you*? Is it safe? Is it worth the price?" **Content Types & Effective Formats:*...
602326	sample_9664	9664	stop	4370	stray_token_坨	...Obatala said. Shango, enraged by the criticism, refused to listen. "坨I am Shango! I am the king! I am the thunder itself!" he roared. In a fit of pride, he decided to prove his power once...
602520	sample_9776	9776	stop	7394	stray_token_坨	...brittle thing. “You found the paint,” she said, almost admiringly. “坨I thought I’d cleaned it all.” “You wanted him to look like a suicide,” Thorne said. “You wanted the world to think he...
602587	sample_9751	9751	length	12648	stray_token_坨	...est compliment I’ve ever received.” He pushed off from the counter. “坨坨，I have a lesson in ten minutes. But maybe, if you’re free after your shift, you could tell me what music you listen t...
602662	sample_9868	9868	stop	10719	stray_token_坨	...looked at her like she was more than a quiet girl in a grey dress. “坨坨 heard,” he said, his voice a low rumble. “I’m coming with you.” “Finn, this is madness. You’ll be killed.” “Then I’...
602681	sample_9984	9984	stop	5999	stray_token_坨	...and down. “You? In a *Cyclops 2*? That’s a million-dollar machine.” “坨’s a machine,” Elias replied, his voice flat. “And that anchor is in a place called the Devil’s Throat. I’ve fished tho...
602689	sample_9949	9949	stop	8540	stray_token_坨	...nds. You’re supposed to fall in love with someone who isn’t dying.” “坨屎,” he muttered. *Bullshit.* “I’m supposed to be with you. That’s the only map I care about.” The Whisperwood groaned...
602743	sample_10073	10073	stop	3865	stray_token_坨	...en missed deadlines. One day, I asked her why. She sighed and said, *"坨 (tuó)—it's like a sticky, digital quicksand. I open my email to find one file, and then I see a notification about a n...
602875	sample_10173	10173	stop	6062	stray_token_坨	...spered, leaning in close, her breath warm against his invisible ear. “坨I’m not going to kill you. I’m going to keep you. A pet that can’t be seen, but can always be found.” She reached into...
603275	sample_10407	10407	length	12541	stray_token_坨	...will lead us into a swamp.” “You don’t know that,” Elias snapped. “坨 I’m a geologist, Father. It’s literally my job to know.” The argument was a dam breaking. Years of resentment, of uns...
603956	sample_11129	11129	stop	10129	stray_token_坨	...s a blur below us. The air was cold, but her hand was warm in mine. “坨坨 (Tuó Tuó),” she said, using the silly nickname I’d given her for her stubbornness. “I’m not going to pretend I’ll eve...
604277	sample_11563	11563	stop	5663	stray_token_坨	...aya was trying to hold her, but Elara was rigid, her fists clenched. “坨I can’t,” she choked out. “I can’t smell us anymore. I can’t look at the back of your head while you drive in circles....
604341	sample_11610	11610	stop	6170	stray_token_坨	...“You need to see this.” She appeared in the doorway, her face pale. “坨 found something too.” She held up a rusted key, its bow shaped like a twisted root. “It was under the floorboards in m...
604486	sample_11722	11722	stop	7079	stray_token_坨	...tracing the line of his jaw. “าสตร์” she said, her voice trembling. “坨 show me.” He didn’t need a second invitation. He kissed her, a soft, tentative thing that tasted of coffee and late n...
605511	sample_12818	12818	stop	4655	stray_token_坨	...iful. It’s a symphony of code. But…” She paused for dramatic effect. “坨 (tuó) happened.” Ren raised an eyebrowikuha. “坨?” “It’s a Chinese internet slang term. It means ‘a pile of… somethin...
605611	sample_13024	13024	null	0	empty_failed_output	empty gpt.value with null finish/usage/latency
606262	sample_13391	13391	length	12673	stray_token_坨	...he slam of the front door was a bruise on the silence that followed. 坨I didn’t cry. I remember that distinctly. I was too busy picking up the pieces. My small fingers, clumsy with shock, fo...
606880	sample_14139	14139	stop	7352	stray_token_坨	...ere,” she said one night, “but you’re not *here*.” I was defensive. “坨I’m working. This is my dream.” “And what about our dream?” she asked, her voice cracking. “The one we built on the fl...
607061	sample_14210	14210	length	11296	ascii_vertical_bar_tail_loop	tail: \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \...
607202	sample_14535	14535	stop	3364	stray_token_坨	...th, not of death. I spoke aloud, my voice a croak against the gale. “坨坨 (Tuó Tuó),” I said, the name of the dog I’d had as a boy, the one I’d loved so fiercely. The storm seemed to pause. I...
607339	sample_14620	14620	stop	5546	stray_token_坨	...rack. **We also asked our current students how they manage it:** > *"坨I have two kids and a full-time job. I do my coursework during my lunch break and on weekends. The structure makes it m...
607413	sample_14665	14665	stop	7140	stray_token_坨	...t you’d left behind. It was a place to leave what you were carrying. 坨 I took a deep breath. I found a loose thread on my jacket and pulled it free. I tied it around the journal. Then, I st...
607437	sample_14708	14708	stop	6022	encoding_artifact	...ough that my ear didn’t touch the cold, hard plastic of the plane wall�乐. It felt like leaning against a plush armchair. ### Durability (8/10) After three months of heavy use (about 10 fli...
607637	sample_14920	14920	stop	5393	stray_token_坨	...pped from her fingers. Mark’s laser pointer clattered to the floor. “坨坨 (Tuó tuó)?” Jenna whispered, using the company’s pet name for the app. “I found it last night,” Leo said. “I’ve alre...
607801	sample_14944	14944	stop	11554	stray_token_坨	...ent they realize they’re already dead.” I felt the gun press harder. “坨 I’m sorry, Claire. I truly am.” I closed my eyes. I thought of the peonies. The scar. The lie. And then I thought of t...
607887	sample_15122	15122	stop	9038	stray_token_坨	...o the deep for the rest of my life, a living anchor for a nightmare. 坨子肉, the locals called it. A meat so tough it could only be softened by the slow, relentless pressure of the deep. I und...
607941	sample_15245	15245	stop	4912	encoding_artifact	...** They understand that a discount today can hurt brand value tomorrow�乐. They build a strategy that creates *sustainable* growth. ### 6. The "Stop Doing" List (Strategic Elimination) - **T...
607958	sample_15118	15118	length	12606	ascii_vertical_bar_tail_loop	tail: \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \...
607975	sample_15130	15130	length	4238	regex_fragment_tail_loop	tail: :\d(?!\d*$))?\d*$)(?=(\d)(?:\d(?!\d*$))?\d*$)(?=(\d)(?:\d(?!\d*$))?\d*$)(?=(\d)(?:\d(?!\d*$))?\d*$)(?=(\d)(?:\d(?!\d*$))?\d*$)(?=(\d)(?:\d(?!\d*$))?\d*$)(?=(\d)(?:\d(?!\d*$))?\d*$)(?=(\d)(?:\d(?!\d*$))?\d*$)(?=(\d)(?:\d(
608103	sample_15234	15234	length	12339	stray_token_坨	...be recognized. You would be arrested.” “Then help me get him out.” “坨 is not a game, Elodie!” he shouted, using her name for the first time. “This is not a salon intrigue! Your husband is...
608244	sample_15427	15427	stop	10598	stray_token_坨	...earing a long, black coat, his face grim. “It’s ready,” Aris said. “坨,” Kennedy said. “I know. I’ve been thinking, Aris. You’ve given me a lot. But you’ve also given me a problem.” “What...
608378	sample_15525	15525	length	10688	stray_token_坨	...** See? The cheese speaks for itself! **MR. PENDLETON** (Leans back) 坨 **SCENE 5** **EXT. STREET - DAY** "THE CHEESY CHARIOT" is a glorious disaster. It’s painted bright yellow with a gi...
608389	sample_15627	15627	stop	7543	stray_token_坨	...u. Because that’s not weakness. That’s the bravest thing you can do. 坨I limp toward the family meeting area. I see my mother, her sign now crumpled, her eyes wet. I see Leo, his wig askew....
608566	sample_15833	15833	stop	6326	encoding_artifact	...ate, silent struggle. I ate its flesh. It tasted of copper and ammonia�乐. I didn’t care. I was alive. The isolation warped my perception. I began to see patterns in the rock, faces in the H...
608766	sample_16107	16107	stop	2965	stray_token_坨	...on creeping down his neck, a cold tide turning his flesh to granite. “坨子,” he whispered, a word from his grandmother’s tongue meaning “lump of earth,” for that was all he would soon be. In...
608777	sample_15890	15890	length	12693	stray_token_坨	...to the government. Please hand it over.” Maya’s training kicked in. “坨 (Tuó) - Go to hell,” she said in Mandarin, a trick she used to disorient people. She turned and ran. She didn’t run f...
608855	sample_16226	16226	stop	2273	encoding_artifact	...and rigid schedules to compensate for the perceived loss of oversight�乐. However, this approach often led to increased stress and burnout among employees, as the boundaries between work and...
609122	sample_16396	16396	stop	5320	stray_token_坨	...t angry, which was worse. It was the sound of a door slowly closing. “坨坨 (Tuotuo), my cat, is more present than you are. He sits on my lap while I study. You’re just a voice in a box.” The...
609214	sample_16517	16517	stop	4179	stray_token_坨	...to fix you. There’s a difference.” Sam was quiet for a long moment. “坨坨 (Tuó tuó),” he said, using their childhood nickname for Leo. “坨坨, I don’t know what I’m doing. I’m scared.” Leo reac...
609621	sample_16829	16829	stop	8525	stray_token_坨	...hed smile. “I’m not your wood spirit,” she rasped through the pain. “坨I’m a badger.” He frowned, confused. He took a step toward her. And she kicked. Her foot connected with the coffee c...
609739	sample_17007	17007	stop	6019	stray_token_坨	...hear her breathing, and it felt like my own breath was being stolen. “坨” (a Chinese character for a lump or clod) – that’s what I felt like. A clumsy, unformed lump of emotion. “坨” (Tuó) –...
610089	sample_17302	17302	stop	6568	stray_token_坨	...It’s no *Quantum Lobster*, but it’s fine. **CHLOE** (sighing) 坨I got to the part where she meets the guy in the library. He’s a musician. He has sad eyes. I’m… invested. **MARCUS*...
610187	sample_17317	17317	length	6247	stray_token_坨	...her friend Carol, a fellow proofreader, she tried to share her news. “坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨...
610501	sample_17764	17764	stop	6143	stray_token_坨	...ystem. He showed her his question from the night before. She smiled. “坨 (Tuó) is a good question,” she said. “It’s the core of the whole thing.” They started a study group of two. They met...
610619	sample_17922	17922	stop	4481	stray_token_坨	...and you. **Leo:** (voice low) I remember that. I remember thinking, “坨 (tuó, a childhood nickname for her) is scared, but she won’t say it.” So I made the shadows move. **Maya:** You were...
611116	sample_18432	18432	stop	4635	stray_token_坨	...rm and self-deprecating humor to Phoebus. His delivery of lines like "坨坨" (a Chinese slang term for poop, in the English version it's "a pile of...") was a choice that made the character mor...
611135	sample_18417	18417	stop	5465	stray_token_坨	...them. You can turn them into puppets. Is that who you want to be?” “坨 is already a puppet of his own ego,” Elara shot back. “I’d just be… correcting the strings.” “There is no ‘just,’” Mi...
611461	sample_18710	18710	stop	6476	stray_token_坨	...ay?” “I said I had a thing about boats.” He let out a hollow laugh. “坨I’m running out of things I have a thing about.” That night, the resentment boiled over. They were back on the deck, t...
611690	sample_18779	18779	length	31916	ascii_vertical_bar_tail_loop	tail: \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \...
611758	sample_19076	19076	stop	4655	stray_token_坨	...ciency was 87%. You have three recommended optimizations for today.” 坨I don’t ask for the optimizations. I just lie there, staring at the ceiling, which is not a ceiling but a screen. It sh...
611929	sample_19152	19152	stop	8257	stray_token_坨	...gers, stained with blue paint from the mural, intertwined with his. “坨” “I’d like that,” she whispered. They sat in the quiet of the warehouse, surrounded by the evidence of second chance...
612074	sample_19374	19374	stop	5318	stray_token_坨	...just the two of them, standing before a mirror that held a forest. “坨I have a flight to Casablanca in the morning,” Leo said, the words feeling like a betrayal of the moment. “Cancel it,”...
612492	sample_19650	19650	length	15146	repeated_tail_ngram:on the waiting	tail: ing on the waiting on the waiting on the waiting on the waiting on the waiting on the waiting on the waiting on the waiting on the waiting on the waiting on the waiting on the waiting on the waiting on the waiting on the
612560	sample_19712	19712	length	3081	ascii_vertical_bar_tail_loop	tail: 캏]{2,6}\\|[캐-캣]{2,6}\\|[커-컷]{2,6}\\|[케-켓]{2,6}\\|[코-콧]{2,6}\\|[콰-콯]{2,6}\\|[쾌-쾟]{2,6}\\|[쿠-쿡]{2,6}\\|[퀴-퀵]{2,6}\\|[크-킿]{2,6}\\|[키-킿]{2,6}\\|[타-탓]{2,6}\\|[태-탯]{2,6}\\|[터-텃]{2,6}\\|[테-텟]{2,6}\\|[토-톳]{2,6}\\|[톼-톿]{2,6}\\|[퇴-퇫]{2,6}\\|[투-툳...
612616	sample_19902	19902	stop	5618	stray_token_坨	...out a woman's "melon" (slang for breasts). In the dub, he might say, "坨坨, you're so hot, you make the sun jealous!" or reference a completely unrelated pop culture event. - **Pop Culture...
612628	sample_19907	19907	stop	5380	stray_token_坨	...eo just stares. Sam sits down on a rock and opens his notebook. “坨 (Tuó),” he says. “It’s a Chinese character. It means ‘to carry a burden on your back.’ I wrote it down because I thoug...
612933	sample_20173	20173	stop	7615	stray_token_坨	...nst a petrified trunk, his revolver in his hand. “I can’t,” he said. “坨here’s nothing out there. Just more ash. More death.” Elias knelt in front of him. “There’s a wall,” he said, his voic...
613417	sample_20694	20694	stop	6881	stray_token_坨	...d win. For the letter I never sent.” He held out the crumpled paper. “坨I wrote it the day after you left. I’ve carried it for twenty-three years.” Daniel took the letter, but he didn’t open...
613429	sample_20587	20587	stop	12720	stray_token_坨	...id, his voice a low, dangerous whisper. “You knew this whole time.” “坨 I designed the protocol,” Elara said, her voice unwavering. “I knew what it would do. I knew who it would choose.” “Y...
613519	sample_20778	20778	stop	7801	stray_token_坨	...ther,” he said, his voice rough. “You have given me back my world.” “坨 did what any healer would do,” she whispered, unable to meet his eyes. “No,” he said, tilting her chin up with a gent...
613613	sample_20771	20771	stop	11821	stray_token_坨	...m in my blood. But there was something else. A tiny, stubborn ember. 坨I found a pair of crutches in the closet. I found a map of the state. I found a note, written in a child’s handwriting,...
613862	sample_21002	21002	stop	10333	stray_token_坨	...d... (she checks her phone) ...Bianca. MAYA Oh, Chloe. CHLOE (cold) 坨’s fine. I already called a lawyer. I want my share liquidated. Now. LEO Chloe, the pact— CHLOE The pact is dead. Jas...
613935	sample_21129	21129	stop	8382	stray_token_坨	...man who is both a bohemian and a rhapsody. It’s deep. **MARGARET:** 坨 (Tuo)… I’m going to need a lot of wine. *Suddenly, the office door opens. MR. HENDERSON walks in, holding a coffee mu...
614027	sample_21179	21179	stop	11549	stray_token_坨	...food you’re hiding.” “We don’t,” Elara said. “We’re starving too.” “坨 know,” Finn said. “But he doesn’t believe it. He’s desperate. His people are dying of infection. The antibiotics are g...
614163	sample_21413	21413	stop	7348	stray_token_坨	...nd confident. His stomach was already churning in anticipationikuha. “坨I’ll drop us onto the fire escape. Quick. Clean.” Reyes raised an eyebrow. “Last time you tried ‘quick and clean,’ you...
614267	sample_21451	21451	stop	9095	stray_token_坨	...too-small apartment, orbiting each other like distant, dying stars. “坨坨 (Tuó Tuó) needs to go to the vet again,” Maya said, referring to their chubby, asthmatic cat. “That’s another three h...
614332	sample_21563	21563	stop	6957	stray_token_坨	...t sofa. “Okay. Let’s talk about everything. Start with the faucet.” “坨I don’t know how to fix it,” Elara said, the admission feeling like a failure. “Neither do I,” Maya said with a shrug....
614467	sample_21562	21562	length	12348	stray_token_坨	...ded to a distant hum. The championship belt felt heavier than ever. “坨I’m scared,” Mace admitted, the words tasting like ash. “Good,” Charlie said. “Fear means you’re still alive. The day...
615018	sample_22144	22144	stop	9073	stray_token_坨	...Grace called me. Her voice was different. Not softer, but tighter. “坨 found something,” she said. “I pulled the security footage from the dry cleaner’s across from your building. For the f...
615057	sample_22359	22359	stop	4733	stray_token_坨	...solid, more real, while the world around her grew thin and brittle. “坨 wish,” she said, her voice steady for the first time in days, “that you were never freed. That you are back in the lam...
615443	sample_22551	22551	stop	12544	stray_token_坨	...man. You helped us. You saved Dmitri. But this is not your fight.” “坨 is my fight now,” John said, the words feeling strange in his mouth. “坨 is everyone’s fight.” Viktor shook his head....
615608	sample_22923	22923	stop	5027	stray_token_坨	...were the same. “I want to be you,” he said, the words tumbling out. “坨 want to teach.” She smiled, a slow, radiant thing. “Then you already are, Thomas. You just had to remember.” He quit...
615724	sample_22907	22907	stop	10457	stray_token_坨	...sed him as a patsy, then silenced him.” Lena nodded, her face grim. “坨I found something else. The security system at your building. The biometric log shows your thumbprint at 10:47 PM. But...
615782	sample_23018	23018	stop	7542	stray_token_坨	...e warming his hands. Maya sat beside him, her head on his shoulder. “坨坨 (Tuó tuó),” she said, using their private, silly nickname. “We almost died.” “I know,” he said, his voice thick. “Bu...
616016	sample_23283	23283	stop	6069	stray_token_坨	...eting, to see who would betray you first.” Eleanor’s face crumpled. “坨I had to know who was loyal. The Star is the only thing that holds us together. I thought… if I made it disappear, I wo...
616565	sample_23856	23856	stop	5919	stray_token_坨	...about the way she painted storms because she felt like one inside. “坨You’re not a storm,” he said quietly. “You’re a sunrise. You just don’t see it yet.” She wanted to kiss him. But she t...
616699	sample_23936	23936	stop	7320	stray_token_坨	...st advertisers. Drop it.” “No,” she said, her voice quiet but firm. “坨 is a story.” “Then you’re on your own,” he said. “No resources. No legal protection.” She was a ghost in the machine...
616918	sample_24194	24194	stop	6283	stray_token_坨	...e, tear-streaked, flashed in his mind. “I don’t care,” he whispered. “坨’s a lie. There’s always a catch.” He grabbed the sphere. The light vanished. The hum stopped. The city went dark. F...
616937	sample_24144	24144	stop	8224	stray_token_坨	...ry passed through them. “Croft,” he said, the name tasting like ash. “坨I know him. He’s the kind of man who buys a town and then burns it down for the insurance.” “Then you’ll help?” Caleb...
617211	sample_24549	24549	stop	3091	stray_token_坨	...culous, my most scared, and my most hopeful, and you never flinched. 坨坨 (or whatever silly nickname you had for me) might be a little more gray-haired and tired now, but a part of me is sti...
617280	sample_24562	24562	stop	5509	stray_token_坨	...he wasn’t my man. My job had been a good job, but it wasn’t my life. 坨坨 (Tuó Tuó), a stray dog I’d named for his round, dusty belly, found me there. He just appeared, sat beside me, and res...
617298	sample_24621	24621	stop	3749	stray_token_坨	...ain drummed a steady rhythm. Priya felt a strange, unguarded warmth. “坨I’m working on a case,” she said, surprising herself. “A land dispute. A developer wants to tear down a community garde...
617309	sample_24567	24567	stop	6407	stray_token_坨	...ist, a pull, and Maya was just… pieces, scattered on the black sand. 坨 was just me. Alone in the shack, the song a constant, pulsing pressure in my ears. I knew the rules now. She didn’t wa...
617352	sample_24573	24573	stop	8242	stray_token_坨	...statement. You’re making the universe weep.” Aris’s heart hammered. “坨I don’t know what you’re talking about.” “The second law,” Cole said, his voice a low rumble. “You’re reversing it. Lo...
617374	sample_24546	24546	stop	10718	stray_token_坨	...smoke curling around her face like a veil. “Chimera,” she whispered. “坨子 (Tuózi). The old men in Moscow used to whisper that word. A myth. A weapon so powerful it could not be built, only dr...
617431	sample_24696	24696	stop	6323	stray_token_坨	...boomed, *“A surrender is a forfeit. You will be trapped forever.”* “坨 know,” Kaelen said. “But I’m done pretending I’m someone else. I’m not a hero. I’m not a legend. I’m just a guy who ma...
617980	sample_25123	25123	length	10881	stray_token_坨	...us! MAX It’s the name of a dog-walking service. SASHA (Cheerfully) 坨I put it in the “Maybe” pile! LEO (Deflated) Fine. We’ll vote later. But I’m not giving up on “The Pin Pals.” **SCENE...
618182	sample_25426	25426	stop	7147	stray_token_坨	...and his most profound flaw. “าสตร์” Julian said, his voice hoarse. “坨” “What?” Elias snapped. “I said, ‘I’m sorry.’” The words felt foreign, brittle. “I didn’t know. I didn’t want to kno...
618480	sample_25733	25733	stop	7122	stray_token_坨	...friends.” Sam stepped forward, his movements jerky, like a puppet. “坨 (Tuó),” he said, and the clown nodded. “Yes. The loop. It never ends. You were the one who got away, Sam. But you alw...
618799	sample_26138	26138	stop	2593	stray_token_坨	...sted. But my mind is a restless animal, pacing the cage of my skull. 坨 (Tuó) is asleep in his basket, his little paws twitching as he chases some dream-rabbit. I envy him that. The simple,...
